28053,2016-10-07 00:00:16,A0:88:B4:94:1A:DC,-79.3,-77
28053,2016-10-07 00:00:10,78:AC:C0:87:58:89,-63,-63
28053,2016-10-07 00:00:36,A0:88:B4:94:1A:DC,-80.1,-77
28053,2016-10-07 00:00:38,90:A4:DE:2F:DC:72,-80,-80
28053,2016-10-07 00:00:48,78:AC:C0:87:58:89,-63.5,-62
28053,2016-10-07 00:00:39,18:CF:5E:DC:A7:D0,-70.1,-69
28053,2016-10-07 00:00:50,FA:8E:85:1F:B9:C1,-50,-50
28053,2016-10-07 00:01:06,A0:88:B4:94:1A:DC,-78.9,-76
28053,2016-10-07 00:01:06,78:AC:C0:87:58:89,-62.4,-62
28053,2016-10-07 00:01:11,84:11:9E:01:23:EC,-81.5,-80
28053,2016-10-07 00:01:25,28:C2:DD:98:92:93,-62,-62
28053,2016-10-07 00:01:44,A0:88:B4:94:1A:DC,-79.5,-76
28053,2016-10-07 00:01:35,78:AC:C0:87:58:89,-63.1,-62
28053,2016-10-07 00:01:40,18:CF:5E:DC:A7:D0,-69.4,-69
28053,2016-10-07 00:02:21,A0:88:B4:94:1A:DC,-79.4,-77
28053,2016-10-07 00:02:11,FA:8E:85:1F:B9:C1,-50,-50
28053,2016-10-07 00:02:12,78:AC:C0:87:58:89,-62,-62
28053,2016-10-07 00:02:31,78:AC:C0:87:58:89,-63.3,-62
28053,2016-10-07 00:02:38,A0:88:B4:94:1A:DC,-79.5,-77
28053,2016-10-07 00:02:38,90:A4:DE:2F:DC:72,-79.2,-78
28053,2016-10-07 00:02:41,18:CF:5E:DC:A7:D0,-70.6,-68
28053,2016-10-07 00:02:42,BC:3B:AF:86:26:30,-80,-80
28053,2016-10-07 00:02:48,5C:51:88:3B:7D:7C,-81.7,-80
28053,2016-10-07 00:02:58,28:C2:DD:98:92:93,-56.5,-56
28053,2016-10-07 00:03:02,A0:88:B4:94:1A:DC,-79.5,-77
28053,2016-10-07 00:03:06,9C:C1:72:3C:8F:86,-76.1,-75
28053,2016-10-07 00:03:08,78:AC:C0:87:58:89,-62.3,-62
28053,2016-10-07 00:03:52,A0:88:B4:94:1A:DC,-79.1,-77
28053,2016-10-07 00:03:37,FA:8E:85:1F:B9:C1,-50,-50
28053,2016-10-07 00:03:46,78:AC:C0:87:58:89,-65.9,-62
28053,2016-10-07 00:03:40,18:CF:5E:DC:A7:D0,-70,-70
28053,2016-10-07 00:04:08,A0:88:B4:94:1A:DC,-79.5,-78
28053,2016-10-07 00:04:05,78:AC:C0:87:58:89,-62.4,-62
28053,2016-10-07 00:04:07,30:C7:AE:ED:3C:38,-82,-82
28053,2016-10-07 00:04:27,9C:2A:83:45:E0:B5,-82,-82
28053,2016-10-07 00:04:29,28:C2:DD:98:92:93,-57,-57
28053,2016-10-07 00:04:30,9C:2A:83:45:E0:B5,-79.8,-79
28053,2016-10-07 00:04:31,28:C2:DD:98:92:93,-62,-62
28053,2016-10-07 00:04:31,A0:88:B4:94:1A:DC,-79.7,-78
28053,2016-10-07 00:04:32,18:21:95:1A:88:2C,-75.3,-72
28053,2016-10-07 00:04:33,78:AC:C0:87:58:89,-61.7,-61
28053,2016-10-07 00:04:38,90:A4:DE:2F:DC:72,-80,-80
28053,2016-10-07 00:04:40,18:CF:5E:DC:A7:D0,-69.9,-69
28053,2016-10-07 00:05:00,FA:8E:85:1F:B9:C1,-50,-50
28053,2016-10-07 00:05:11,A0:88:B4:94:1A:DC,-80,-78
28053,2016-10-07 00:05:11,78:AC:C0:87:58:89,-62.7,-61
28053,2016-10-07 00:05:03,18:21:95:1A:88:2C,-77.5,-77
28053,2016-10-07 00:05:12,AC:5F:3E:01:78:C5,-81.5,-80
28053,2016-10-07 00:05:08,D0:13:FD:15:0B:21,-83,-83
28053,2016-10-07 00:05:09,30:C7:AE:ED:3C:38,-81.2,-80
28053,2016-10-07 00:05:14,4C:74:03:E2:71:C7,-84,-84
28053,2016-10-07 00:05:20,36:91:DD:A0:FF:E1,-82.9,-82
28053,2016-10-07 00:05:36,A0:88:B4:94:1A:DC,-79.6,-77
28053,2016-10-07 00:05:37,46:D9:87:0A:BF:9A,-82,-82
28053,2016-10-07 00:05:39,78:AC:C0:87:58:89,-63,-63
28053,2016-10-07 00:05:41,18:CF:5E:DC:A7:D0,-68.9,-68
28053,2016-10-07 00:06:02,28:C2:DD:98:92:93,-58.8,-57
28053,2016-10-07 00:06:16,78:AC:C0:87:58:89,-61.7,-61
28053,2016-10-07 00:06:08,84:11:9E:01:23:EC,-83,-83
28053,2016-10-07 00:06:11,36:91:DD:A0:FF:E1,-76.8,-75
28053,2016-10-07 00:06:21,FA:8E:85:1F:B9:C1,-50,-50
28053,2016-10-07 00:06:22,B8:BC:1B:C2:D9:0E,-79,-79
28053,2016-10-07 00:06:28,4C:74:03:1F:20:DA,-86,-86
28053,2016-10-07 00:06:31,46:D9:87:0A:BF:9A,-77,-77
28053,2016-10-07 00:06:57,4C:66:41:54:27:F4,-78.5,-76
28053,2016-10-07 00:06:35,78:AC:C0:87:58:89,-62.6,-62
28053,2016-10-07 00:06:37,A0:88:B4:94:1A:DC,-79.5,-78
28053,2016-10-07 00:06:38,90:A4:DE:2F:DC:72,-81.2,-80
28053,2016-10-07 00:06:39,84:11:9E:01:23:EC,-80,-80
28053,2016-10-07 00:06:39,B8:BC:1B:C2:D9:0E,-80.2,-79
28053,2016-10-07 00:06:41,18:CF:5E:DC:A7:D0,-69.5,-69
28053,2016-10-07 00:06:45,FA:8E:85:1F:D9:88,-61,-61
28053,2016-10-07 00:06:49,64:BC:0C:47:46:8F,-81,-81
28053,2016-10-07 00:07:17,A0:88:B4:94:1A:DC,-79.6,-76
28053,2016-10-07 00:07:01,64:BC:0C:47:46:8F,-72.6,-67
28053,2016-10-07 00:07:03,78:AC:C0:87:58:89,-63.6,-62
28053,2016-10-07 00:07:18,4C:66:41:54:27:F4,-71.6,-71
28053,2016-10-07 00:07:10,84:11:9E:01:23:EC,-82,-80
28053,2016-10-07 00:07:11,FA:8E:85:1F:D9:88,-60,-60
28053,2016-10-07 00:07:12,B4:52:7E:7C:CF:35,-81,-81
28053,2016-10-07 00:07:18,B0:DF:3A:EC:AC:19,-78.9,-76
28053,2016-10-07 00:07:18,48:13:7E:1A:AA:AA,-84,-84
28053,2016-10-07 00:07:51,A0:88:B4:94:1A:DC,-79.3,-77
28053,2016-10-07 00:07:31,78:AC:C0:87:58:89,-63.1,-62
28053,2016-10-07 00:07:32,FA:8E:85:1F:D9:88,-60.3,-60
28053,2016-10-07 00:07:35,28:C2:DD:98:92:93,-56.6,-56
28053,2016-10-07 00:07:40,18:CF:5E:DC:A7:D0,-69.5,-69
28053,2016-10-07 00:07:47,64:BC:0C:47:46:8F,-76.6,-73
28053,2016-10-07 00:07:44,FA:8E:85:1F:B9:C1,-50,-50
28053,2016-10-07 00:07:59,B0:DF:3A:EC:AC:19,-73.4,-72
28053,2016-10-07 00:07:52,4C:66:41:54:27:F4,-82,-82
28053,2016-10-07 00:07:52,9C:C1:72:3C:8F:86,-71.9,-71
28053,2016-10-07 00:08:06,A0:88:B4:94:1A:DC,-79.1,-76
28053,2016-10-07 00:08:03,B0:DF:3A:EC:AC:19,-73.7,-70
28053,2016-10-07 00:08:22,4C:66:41:54:27:F4,-74.1,-72
28053,2016-10-07 00:08:09,78:AC:C0:87:58:89,-62.8,-62
28053,2016-10-07 00:08:19,B8:BC:1B:C2:D9:0E,-80,-80
28053,2016-10-07 00:08:22,64:BC:0C:47:46:8F,-80,-80
28053,2016-10-07 00:08:43,A0:88:B4:94:1A:DC,-79.6,-76
28053,2016-10-07 00:08:37,78:AC:C0:87:58:89,-63.8,-62
28053,2016-10-07 00:08:38,90:A4:DE:2F:DC:72,-81,-81
28053,2016-10-07 00:08:39,4C:66:41:54:27:F4,-72.4,-71
28053,2016-10-07 00:08:41,18:CF:5E:DC:A7:D0,-69.2,-68
28053,2016-10-07 00:08:46,B0:DF:3A:EC:AC:19,-75.6,-75
28053,2016-10-07 00:09:00,A0:88:B4:94:1A:DC,-79.8,-77
28053,2016-10-07 00:09:02,B0:DF:3A:EC:AC:19,-73.5,-72
28053,2016-10-07 00:09:08,28:C2:DD:98:92:93,-57,-57
28053,2016-10-07 00:09:08,B4:52:7E:7C:CF:35,-81.6,-81
28053,2016-10-07 00:09:10,FA:8E:85:1F:B9:C1,-50,-50
28053,2016-10-07 00:09:15,78:AC:C0:87:58:89,-62.2,-62
28053,2016-10-07 00:09:17,4C:66:41:54:27:F4,-78,-78
28053,2016-10-07 00:09:32,A0:88:B4:94:1A:DC,-79.8,-77
28053,2016-10-07 00:09:33,78:AC:C0:87:58:89,-63.1,-62
28053,2016-10-07 00:09:34,4C:66:41:54:27:F4,-77.7,-77
28053,2016-10-07 00:09:35,B0:DF:3A:EC:AC:19,-73.7,-69
28053,2016-10-07 00:09:41,18:CF:5E:DC:A7:D0,-69.6,-68
28053,2016-10-07 00:09:44,64:BC:0C:47:46:8F,-81,-81
28053,2016-10-07 00:09:50,9C:C1:72:3C:8F:86,-68.4,-67
28053,2016-10-07 00:10:02,78:AC:C0:87:58:89,-62.1,-61
28053,2016-10-07 00:10:07,A0:88:B4:94:1A:DC,-79.8,-77
28053,2016-10-07 00:10:14,F8:A9:D0:44:C0:0C,-80.2,-79
