28052,2016-10-07 00:00:16,A0:88:B4:94:1A:DC,-76.9,-75
28052,2016-10-07 00:00:10,78:AC:C0:87:58:89,-49,-49
28052,2016-10-07 00:00:25,74:DF:BF:18:10:74,-79,-79
28052,2016-10-07 00:00:35,A0:88:B4:94:1A:DC,-77,-76
28052,2016-10-07 00:00:38,90:A4:DE:2F:DC:72,-78.2,-77
28052,2016-10-07 00:00:48,78:AC:C0:87:58:89,-48.6,-48
28052,2016-10-07 00:00:39,18:CF:5E:DC:A7:D0,-76.1,-75
28052,2016-10-07 00:01:07,A0:88:B4:94:1A:DC,-76.6,-75
28052,2016-10-07 00:01:11,84:11:9E:01:23:EC,-76.7,-76
28052,2016-10-07 00:01:16,78:AC:C0:87:58:89,-49,-49
28052,2016-10-07 00:01:23,28:C2:DD:98:92:93,-71.2,-68
28052,2016-10-07 00:01:32,A0:88:B4:94:1A:DC,-76.9,-75
28052,2016-10-07 00:01:35,78:AC:C0:87:58:89,-49,-49
28052,2016-10-07 00:01:40,18:CF:5E:DC:A7:D0,-75.8,-75
28052,2016-10-07 00:02:27,A0:88:B4:94:1A:DC,-76.9,-75
28052,2016-10-07 00:02:22,78:AC:C0:87:58:89,-48.7,-48
28052,2016-10-07 00:02:04,30:C7:AE:ED:3C:38,-80.5,-80
28052,2016-10-07 00:02:58,A0:88:B4:94:1A:DC,-76.8,-75
28052,2016-10-07 00:02:38,90:A4:DE:2F:DC:72,-80.5,-80
28052,2016-10-07 00:02:40,78:AC:C0:87:58:89,-49,-49
28052,2016-10-07 00:02:41,18:CF:5E:DC:A7:D0,-76.2,-75
28052,2016-10-07 00:02:42,BC:3B:AF:86:26:30,-77,-77
28052,2016-10-07 00:02:56,28:C2:DD:98:92:93,-70.9,-69
28052,2016-10-07 00:03:05,A0:88:B4:94:1A:DC,-76.7,-75
28052,2016-10-07 00:03:01,30:C7:AE:ED:3C:38,-79.1,-77
28052,2016-10-07 00:03:06,9C:C1:72:3C:8F:86,-65.5,-65
28052,2016-10-07 00:03:08,78:AC:C0:87:58:89,-48.6,-48
28052,2016-10-07 00:03:35,A0:88:B4:94:1A:DC,-76.5,-75
28052,2016-10-07 00:03:37,78:AC:C0:87:58:89,-48.5,-48
28052,2016-10-07 00:03:41,18:CF:5E:DC:A7:D0,-76.2,-75
28052,2016-10-07 00:04:00,A0:88:B4:94:1A:DC,-77.1,-76
28052,2016-10-07 00:04:05,78:AC:C0:87:58:89,-48.5,-48
