28051,2016-10-07 00:00:19,78:AC:C0:87:58:89,-77.5,-76
28051,2016-10-07 00:00:38,78:AC:C0:87:58:89,-77.3,-77
28051,2016-10-07 00:00:50,FA:8E:85:1F:B9:C1,-60,-60
28051,2016-10-07 00:01:20,A0:88:B4:94:1A:DC,-85.5,-85
28051,2016-10-07 00:01:16,78:AC:C0:87:58:89,-77.9,-77
28051,2016-10-07 00:01:23,28:C2:DD:98:92:93,-79.5,-79
28051,2016-10-07 00:01:44,78:AC:C0:87:58:89,-77.6,-77
28051,2016-10-07 00:01:52,A0:88:B4:94:1A:DC,-85.5,-85
28051,2016-10-07 00:01:41,18:CF:5E:DC:A7:D0,-84,-84
28051,2016-10-07 00:02:03,78:AC:C0:87:58:89,-77.9,-77
28051,2016-10-07 00:02:11,FA:8E:85:1F:B9:C1,-60,-60
28051,2016-10-07 00:02:19,A0:88:B4:94:1A:DC,-85,-85
28051,2016-10-07 00:02:50,78:AC:C0:87:58:89,-77.2,-76
28051,2016-10-07 00:02:56,28:C2:DD:98:92:93,-82.5,-82
28051,2016-10-07 00:03:08,78:AC:C0:87:58:89,-77.9,-77
28051,2016-10-07 00:03:37,FA:8E:85:1F:B9:C1,-60,-60
28051,2016-10-07 00:03:37,78:AC:C0:87:58:89,-78,-78
28051,2016-10-07 00:04:05,78:AC:C0:87:58:89,-77,-77
28051,2016-10-07 00:04:27,9C:2A:83:45:E0:B5,-83,-83
28051,2016-10-07 00:04:29,28:C2:DD:98:92:93,-81,-81
28051,2016-10-07 00:04:37,9C:2A:83:45:E0:B5,-80.3,-78
28051,2016-10-07 00:04:32,18:21:95:1A:88:2C,-83,-83
28051,2016-10-07 00:04:52,78:AC:C0:87:58:89,-76.9,-76
28051,2016-10-07 00:05:00,FA:8E:85:1F:B9:C1,-60,-60
28051,2016-10-07 00:05:01,78:AC:C0:87:58:89,-78.2,-78
28051,2016-10-07 00:05:48,78:AC:C0:87:58:89,-76.8,-76
28051,2016-10-07 00:05:40,18:CF:5E:DC:A7:D0,-84.9,-84
28051,2016-10-07 00:05:55,46:D9:87:0A:BF:9A,-81,-81
28051,2016-10-07 00:06:02,28:C2:DD:98:92:93,-81.9,-81
28051,2016-10-07 00:06:07,78:AC:C0:87:58:89,-77.6,-77
28051,2016-10-07 00:06:11,36:91:DD:A0:FF:E1,-85,-85
28051,2016-10-07 00:06:21,FA:8E:85:1F:B9:C1,-60,-60
28051,2016-10-07 00:06:35,78:AC:C0:87:58:89,-77.3,-77
28051,2016-10-07 00:07:12,64:BC:0C:47:46:8F,-80,-78
28051,2016-10-07 00:07:13,78:AC:C0:87:58:89,-77.9,-77
28051,2016-10-07 00:07:14,A0:88:B4:94:1A:DC,-85,-85
28051,2016-10-07 00:07:18,4C:66:41:54:27:F4,-82,-82
28051,2016-10-07 00:07:50,78:AC:C0:87:58:89,-77.7,-77
28051,2016-10-07 00:07:35,28:C2:DD:98:92:93,-81.5,-81
28051,2016-10-07 00:07:49,64:BC:0C:47:46:8F,-81.2,-80
28051,2016-10-07 00:07:46,FA:8E:85:1F:B9:C1,-59.5,-59
28051,2016-10-07 00:07:48,B0:DF:3A:EC:AC:19,-81.6,-78
28051,2016-10-07 00:07:52,9C:C1:72:3C:8F:86,-84,-84
28051,2016-10-07 00:08:03,B0:DF:3A:EC:AC:19,-79.8,-79
28051,2016-10-07 00:08:09,78:AC:C0:87:58:89,-77.5,-76
28051,2016-10-07 00:08:37,78:AC:C0:87:58:89,-78.2,-77
28051,2016-10-07 00:08:39,4C:66:41:54:27:F4,-80.7,-80
28051,2016-10-07 00:09:02,B0:DF:3A:EC:AC:19,-81,-81
28051,2016-10-07 00:09:17,4C:66:41:54:27:F4,-80.8,-79
28051,2016-10-07 00:09:05,78:AC:C0:87:58:89,-77.5,-77
28051,2016-10-07 00:09:08,28:C2:DD:98:92:93,-84,-84
28051,2016-10-07 00:09:10,FA:8E:85:1F:B9:C1,-60,-60
28051,2016-10-07 00:09:33,78:AC:C0:87:58:89,-78,-78
28051,2016-10-07 00:09:34,4C:66:41:54:27:F4,-80.4,-78
28051,2016-10-07 00:09:35,B0:DF:3A:EC:AC:19,-79.4,-77
28051,2016-10-07 00:09:40,18:CF:5E:DC:A7:D0,-84,-84
28051,2016-10-07 00:10:02,78:AC:C0:87:58:89,-77.3,-77
28051,2016-10-07 00:10:05,A0:88:B4:94:1A:DC,-84,-84
28051,2016-10-07 00:10:49,78:AC:C0:87:58:89,-77.9,-77
28051,2016-10-07 00:10:31,FA:8E:85:1F:B9:C1,-61,-61
28051,2016-10-07 00:10:41,28:C2:DD:98:92:93,-81.9,-81
28051,2016-10-07 00:10:47,B0:DF:3A:EC:AC:19,-82,-82
28051,2016-10-07 00:11:07,78:AC:C0:87:58:89,-78.6,-78
28051,2016-10-07 00:11:12,64:BC:0C:47:46:8F,-80.5,-80
28051,2016-10-07 00:11:13,F8:A9:D0:44:C0:0C,-80,-79
28051,2016-10-07 00:11:17,A0:88:B4:94:1A:DC,-85,-85
28051,2016-10-07 00:11:32,64:BC:0C:47:46:8F,-83.5,-82
28051,2016-10-07 00:11:35,78:AC:C0:87:58:89,-78,-78
28051,2016-10-07 00:11:51,F8:A9:D0:44:C0:0C,-78.7,-77
28051,2016-10-07 00:11:54,FA:8E:85:1F:B9:C1,-60,-60
28051,2016-10-07 00:12:01,A0:88:B4:94:1A:DC,-83.5,-83
28051,2016-10-07 00:12:03,4C:66:41:54:27:F4,-80.6,-80
28051,2016-10-07 00:12:04,9C:C1:72:3C:8F:86,-84,-84
28051,2016-10-07 00:12:22,78:AC:C0:87:58:89,-77.5,-77
28051,2016-10-07 00:12:14,28:C2:DD:98:92:93,-82,-82
28051,2016-10-07 00:12:16,F8:A9:D0:44:C0:0C,-82.2,-81
28051,2016-10-07 00:12:32,78:AC:C0:87:58:89,-77.6,-77
28051,2016-10-07 00:12:36,A0:88:B4:94:1A:DC,-85,-85
28051,2016-10-07 00:12:46,B0:DF:3A:EC:AC:19,-82.4,-80
28051,2016-10-07 00:13:00,78:AC:C0:87:58:89,-77.6,-77
28051,2016-10-07 00:13:18,FA:8E:85:1F:B9:C1,-59,-59
28051,2016-10-07 00:13:24,A0:88:B4:94:1A:DC,-84,-84
28051,2016-10-07 00:13:30,24:DF:6A:64:11:66,-84,-84
28051,2016-10-07 00:13:55,D8:CF:9C:14:45:3B,-74,-74
28051,2016-10-07 00:13:56,78:AC:C0:87:58:89,-77.6,-77
28051,2016-10-07 00:13:47,28:C2:DD:98:92:93,-82,-82
28051,2016-10-07 00:14:00,D8:CF:9C:14:45:3B,-83,-83
28051,2016-10-07 00:14:01,24:DF:6A:64:11:66,-81,-81
28051,2016-10-07 00:14:24,78:AC:C0:87:58:89,-77.1,-76
28051,2016-10-07 00:14:38,90:A4:DE:2F:DC:72,-81,-81
28051,2016-10-07 00:14:43,78:AC:C0:87:58:89,-78,-78
28051,2016-10-07 00:15:11,78:AC:C0:87:58:89,-78.5,-78
28051,2016-10-07 00:15:20,28:C2:DD:98:92:93,-82,-82
28051,2016-10-07 00:15:48,E8:50:8B:34:36:66,-75.9,-73
28051,2016-10-07 00:15:58,78:AC:C0:87:58:89,-77.5,-77
28051,2016-10-07 00:16:04,FA:8E:85:1F:B9:C1,-60,-60
28051,2016-10-07 00:16:05,24:00:BA:53:E3:32,-81.6,-81
28051,2016-10-07 00:16:08,78:AC:C0:87:58:89,-77.3,-77
28051,2016-10-07 00:16:45,78:AC:C0:87:58:89,-77.5,-77
28051,2016-10-07 00:16:38,34:FC:EF:A4:09:E0,-81,-81
28051,2016-10-07 00:16:50,B4:52:7E:7C:CF:35,-80.3,-80
28051,2016-10-07 00:16:53,28:C2:DD:98:92:93,-79,-79
28051,2016-10-07 00:17:13,78:AC:C0:87:58:89,-78.5,-78
28051,2016-10-07 00:17:22,34:FC:EF:A4:09:E0,-79.2,-77
28051,2016-10-07 00:17:27,FA:8E:85:1F:B9:C1,-60,-60
28051,2016-10-07 00:17:42,78:AC:C0:87:58:89,-77.9,-77
28051,2016-10-07 00:17:44,18:CF:5E:DC:A7:D0,-83.5,-82
28051,2016-10-07 00:18:10,78:AC:C0:87:58:89,-78.2,-77
28051,2016-10-07 00:18:23,34:FC:EF:A4:09:E0,-81,-81
28051,2016-10-07 00:18:26,28:C2:DD:98:92:93,-79.8,-78
28051,2016-10-07 00:18:38,78:AC:C0:87:58:89,-77.6,-77
28051,2016-10-07 00:18:45,18:CF:5E:DC:A7:D0,-83,-83
28051,2016-10-07 00:18:52,FA:8E:85:1F:B9:C1,-60,-60
28051,2016-10-07 00:18:53,34:FC:EF:A4:09:E0,-83,-83
28051,2016-10-07 00:19:16,78:AC:C0:87:58:89,-76.9,-76
28051,2016-10-07 00:19:34,78:AC:C0:87:58:89,-78,-78
28051,2016-10-07 00:19:53,34:FC:EF:A4:09:E0,-86,-86
28051,2016-10-07 00:19:59,28:C2:DD:98:92:93,-81,-81
28051,2016-10-07 00:20:02,78:AC:C0:87:58:89,-78.3,-78
28051,2016-10-07 00:20:14,FA:8E:85:1F:B9:C1,-60,-60
28051,2016-10-07 00:20:20,34:FC:EF:A4:09:E0,-78.5,-78
28051,2016-10-07 00:20:31,78:AC:C0:87:58:89,-77.2,-77
28051,2016-10-07 00:20:38,90:A4:DE:2F:DC:72,-82,-82
28051,2016-10-07 00:21:18,78:AC:C0:87:58:89,-78.3,-78
28051,2016-10-07 00:21:32,28:C2:DD:98:92:93,-81.2,-80
28051,2016-10-07 00:21:46,78:AC:C0:87:58:89,-78.3,-78
28051,2016-10-07 00:21:37,FA:8E:85:1F:B9:C1,-59.5,-59
28051,2016-10-07 00:22:23,78:AC:C0:87:58:89,-78.5,-78
28051,2016-10-07 00:22:33,78:AC:C0:87:58:89,-76.5,-76
28051,2016-10-07 00:22:45,18:CF:5E:DC:A7:D0,-85,-85
